ID,candidate_A_preferences,candidate_B_preferences,candidate_C_preferences,candidate_D_preferences
0xbb8743ea733155fe5e81ed285aea72cc19b2ca87,0.1923165059231698,0.4708541327379422,0.3278130150780338,0.0090163462608542
0x049debbad61a20e21e872b06ef4f25be1253c802,0.147620023525429,0.4077784803292933,0.2612107031372913,0.1833907930079861
0xa481db1ac55683dfb2847c02e417b7e411bcbbea,0.096293853097493,0.1893359427805767,0.5092398807102336,0.2051303234116966
0x024bd3d1c3b6ba2277a744d7a99fbade9404a370,0.2793062226445833,0.1332768891891602,0.3430077219368145,0.2444091662294418
0xa0b026b4b9e19ff2cbf5afbd9a679d93dedc2242,0.1768214489334727,0.2885078658172016,0.2563417409976166,0.2783289442517091
0xfb2069bf55eb844694d8028df74dafe550821ffc,0.5226255857744709,0.2328521433462365,0.0752271814960223,0.1692950893832701
0x222cf246a3d56d61030ca49f5e6ffd6c20c3dc4f,0.3089076275970465,0.1148235743474595,0.1666370592595532,0.4096317387959406
0x5658f4b362e95c0bc32d5ce0051457882db92ee5,0.1112090105581063,0.4758126664223327,0.4030650824722268,0.009913240547334
0x6697aeedc3eadbcfb25962c2045aedf438b4c1f2,0.1604365384880784,0.2276032823404849,0.5723899244435916,0.0395702547278447
0x6a7becf86b56fb68c948cb0a9fe9961370079190,0.253678912997027,0.3268187229620022,0.1574044691681666,0.2620978948728042
0xc8eba9130f40a0ea9be530407e5b4f7199118864,0.4150368554004503,0.2063211912482805,0.0778683737343711,0.3007735796168979
0x6e3556f2c8f29559ed67642a1813b177f1871613,0.1677086880242892,0.2696684980744337,0.3406876132612826,0.2219352006399945
0x278a4bd5a8d09bcf11b1052ec3129a7efa75d213,0.0405499319547539,0.3478268828639859,0.4115590469473339,0.2000641382339262
0x28ddb1f987f1d433eb82eef644b006741977f456,0.3323449334948804,0.0677237942480856,0.4026386895197986,0.1972925827372353
0xfcbc07905fee2d64025461b8ddb27f77f256827f,0.2499332361314395,0.1073167079075024,0.3138053762311358,0.3289446797299221
0xa587b5aa3ddf49559cde74140456bf65d716f30a,0.0982168057769571,0.0501287719281451,0.4894170927584632,0.3622373295364345
0x6120faa647cd26cd6b2c1df880eff537065c6815,0.4854529558107867,0.4962223793615439,0.0056965549562404,0.0126281098714288
0x6d465d2081b799770d0ce7e755d8db1665903ffb,0.3445181584851591,0.2083491005122757,0.0264279574659409,0.420704783536624
0x3b067af83f540cb827825a6ee5480441a4237e77,0.1848929081719925,0.4527045279725011,0.1922121895768251,0.1701903742786812
0x6a5cce4ac8b280ba789eb2e2bd3895b46133e5d4,0.1889749665764353,0.358939784210914,0.1875336647119216,0.2645515845007289
0x58e39293ec6ce3f4d49c9a44bb76bd3e9b300130,0.2067166378071602,0.2609366844435469,0.2740682502164427,0.25827842753285
0xc12abc0ce980c0949ec132e01dfa21eeab76b57b,0.0652131859334711,0.0244270322192695,0.5464135601716661,0.3639462216755931
0xcf653e70110315ddb9a11ae4fc36c6716e367a14,0.3415283511634654,0.5136848701037097,0.1373833408920806,0.0074034378407444
0x0eafb78d216a4d9ae725d3ef087143808695445c,0.1246434774483156,0.171136975632852,0.1811896976400558,0.5230298492787764
0x79219e0514a0ed8b495c1bba0180cd12cde40242,0.2190244944670458,0.2376235664449161,0.216952644593845,0.3263992944941929
0x6897abe0fd62b589260784b21f4ca3f78a0d8017,0.0220249236079125,0.3640887149711759,0.4669820051356319,0.1469043562852797
0x26cee1c87b7910c42ac83a3b617c2932f13b9044,0.270956886578342,0.2893746475362983,0.0841630971217505,0.355505368763609
0xee8bcf545bf80682b78d99f65742d34166cb0405,0.0148685158256672,0.4110222086292632,0.1237118367796177,0.4503974387654518
0x071903cc9a767a845fcd3ab7373e4d5328522481,0.2145438754916598,0.2189621906854784,0.3298030190835774,0.2366909147392843
0x9b9c0732cfecbd446eec92ba53dec31f2c9d88b1,0.0986407767389678,0.2834079659919217,0.2464711643711869,0.3714800928979235
0x4b8aa2db33df252cb0087de8d170d652e92eba02,0.171610791721011,0.4319694314435913,0.2831541739507106,0.113265602884687
0x1309df760d05a7e9ba396d9a6f8dd4305c4d25bf,0.3536860387769495,0.0105151480458254,0.4313124587049786,0.2044863544722463
0x1c651c3fedbf95307fb7a3a2fc07bc1e0753e5a9,0.2564191003590987,0.3443590985184572,0.2953409780068875,0.1038808231155566
0x033e64537940e0602e8f27f571d93904c0009486,0.2898738903151762,0.1699681040154928,0.1168270614632722,0.4233309442060589
0x0e272eceadbf50541f0a5c740082f177baf214d4,0.2256718792881368,0.2867124958478577,0.282200184224132,0.2054154406398733
0x74fb4ba94a01b31424b5e1ab0d3ceff0ce6e6530,0.1609629544525831,0.4590259829083278,0.368177031559853,0.011834031079236
0x1210ba92eb82cc256213c78f0ef9d5212c7034a9,0.1429904816320613,0.3120122275737526,0.2965674617970152,0.2484298289971708
0x06b3b315cbf8b6f639508911976e2a58f1729e3b,0.1870743181139275,0.3643187596043862,0.3143742247766897,0.1342326975049965
0x4bce1d711ea4e033ad5e7d48d2f63fb24fe4b5e3,0.4246329564071866,0.0327367065699521,0.1343765753377127,0.4082537616851485
0x8242269882cd61de8ac878ac47d2a7432fc7bdee,0.2521013021569355,0.0885311504123941,0.4196867192146706,0.2396808282159995
0x7ee9033aad1d11a80f1c1e8d769feacbc97416db,0.0327238263475966,0.1392860603548637,0.4831090128869271,0.3448811004106125
0x2408a5b5a0c0e47cbe8f3b8c92b4361958b371e4,0.177858274974232,0.0270265272820262,0.5556074167660405,0.2395077809777011
0x6292b5752db4aeb894428296accd3b707fd63b37,0.0522886529254977,0.2513404070894846,0.3848975704565029,0.3114733695285147
0xd0ceca3064bd0f33483885f60ef40a71c125c638,0.0609833703480811,0.3564208956406166,0.2712989016239867,0.3112968323873156
0x1e5e0982e0b81f041f4b2668e8e1f300682b6ffa,0.6521956170780344,0.2222096483903464,0.0994376742147884,0.0261570603168307
0x88bde89f94b5e5dd1ef3c054a39961bcbb33bc44,0.2354058754857136,0.3261684073435089,0.1884966305130867,0.2499290866576907
0xe21a9bc92838fedb1f1b7a601f526816f28871c2,0.4152156713958067,0.206220009250147,0.3743862331367358,0.0041780862173105
0x148d424f74c323d3950a8562760aa76e4c58615b,0.3761613293838242,0.2766118094928855,0.3228213544943175,0.0244055066289727
0x7003849fc9f3c70b5e90619f01522be94a38816f,0.4327344518945805,0.1438836519711864,0.3473135880436437,0.0760683080905893
0x27cdf5ca6cd49abd44fa030decf743b730310443,0.1013156484192555,0.3860127643492602,0.263669948884743,0.2490016383467412
0xf9278a270d2100ea5e76e8d85ac712b2cb7ec685,0.035577669626849,0.3435174694268698,0.2873817765024513,0.3335230844438299
0x9f771f779b88178de06291a2caa8e4bdc56dc184,0.4405682071792973,0.3298267364312621,0.1237502474228436,0.1058548089665967
0xdecc4ac78838d0178a418349b8ce6205f3c1905e,0.2251188294955215,0.581788353509663,0.0211646964765121,0.1719281205183033
0x7137931f8e93928e835ec0946a8b78a8a8887900,0.388548442480967,0.1948942618205393,0.2712684928885205,0.1452888028099732
0xfeee0f97af25b988e10417b3988e7720772e584a,0.1356913595107296,0.4552554775878996,0.2480012594906749,0.1610519034106958
0x8a79889c80e0e0ae07151acdc4537ffbace553f1,0.1232636428791426,0.1440503695097404,0.5819097356605357,0.1507762519505812
0x0db3c73e0fd8a19f086cfd303fda498f1b0221e3,0.3180210415898068,0.0075215614922996,0.3997976026384215,0.274659794279472
0x912a7f5845f3fa8de3cb55772a3ba9c40d8e3aaa,0.1502012015251405,0.3039997845452593,0.1804578386794786,0.3653411752501216
