ID,candidate_A_preferences,candidate_B_preferences,candidate_C_preferences,candidate_D_preferences
0xbb8743ea733155fe5e81ed285aea72cc19b2ca87,0.4924762868125916,0.3384998144534088,0.1329427721858229,0.0360811265481767
0x049debbad61a20e21e872b06ef4f25be1253c802,0.4477235752249693,0.3452383998653636,0.0950000423107677,0.1120379825988993
0xa481db1ac55683dfb2847c02e417b7e411bcbbea,0.450540054222062,0.3863974866114756,0.0857655084337637,0.0772969507326985
0x024bd3d1c3b6ba2277a744d7a99fbade9404a370,0.4908318953747395,0.3498781756832223,0.0214378936659926,0.1378520352760455
0xa0b026b4b9e19ff2cbf5afbd9a679d93dedc2242,0.476619516081786,0.3661359575614505,0.0839605620898504,0.0732839642669129
0xfb2069bf55eb844694d8028df74dafe550821ffc,0.4004769775975214,0.373663064685856,0.0150087830057423,0.2108511747108802
0x222cf246a3d56d61030ca49f5e6ffd6c20c3dc4f,0.430774203049882,0.3984809908828291,0.0582505772302593,0.1124942288370294
0x5658f4b362e95c0bc32d5ce0051457882db92ee5,0.4712270573323487,0.3644754581916549,0.1047927638625592,0.0595047206134371
0x6697aeedc3eadbcfb25962c2045aedf438b4c1f2,0.4610609305902269,0.3924444739912562,0.0172669518771059,0.1292276435414109
0x6a7becf86b56fb68c948cb0a9fe9961370079190,0.4570037768890517,0.329835874593015,0.186549022036316,0.0266113264816172
0xc8eba9130f40a0ea9be530407e5b4f7199118864,0.4443965826648002,0.3398640635716237,0.0194072541201593,0.1963320996434167
0x6e3556f2c8f29559ed67642a1813b177f1871613,0.410944518179392,0.3743027202763493,0.1012523468853218,0.1135004146589368
0x278a4bd5a8d09bcf11b1052ec3129a7efa75d213,0.4837407976101143,0.3227793342885188,0.0430702726312343,0.1504095954701326
0x28ddb1f987f1d433eb82eef644b006741977f456,0.4270237438505874,0.3119116954588661,0.1341290252986443,0.1269355353919021
0xfcbc07905fee2d64025461b8ddb27f77f256827f,0.4551544457065701,0.3043628420096058,0.132264910963692,0.1082178013201319
0xa587b5aa3ddf49559cde74140456bf65d716f30a,0.4839664100180142,0.3177186362517433,0.1432193498938094,0.0550956038364328
