ID,candidate_A_preferences,candidate_B_preferences,candidate_C_preferences,candidate_D_preferences
0xbb8743ea733155fe5e81ed285aea72cc19b2ca87,0.8115611797707061,0.0725998042278846,0.0768961099293405,0.0389429060720688
0x049debbad61a20e21e872b06ef4f25be1253c802,0.8723876037482101,0.0265515820118914,0.0538409875796458,0.0472198266602526
0xa481db1ac55683dfb2847c02e417b7e411bcbbea,0.890093712063275,0.0061053559114026,0.035431109551138,0.0683698224741842
0x024bd3d1c3b6ba2277a744d7a99fbade9404a370,0.8607581960075374,0.0363110028823999,0.0520145344454325,0.05091626666463
0xa0b026b4b9e19ff2cbf5afbd9a679d93dedc2242,0.8562028270282945,0.0639014582280521,0.053656585212616,0.0262391295310372
0xfb2069bf55eb844694d8028df74dafe550821ffc,0.7636644116779422,0.0270052213397909,0.155223990334825,0.0541063766474417
0x222cf246a3d56d61030ca49f5e6ffd6c20c3dc4f,0.8149498122397398,0.0976483507873998,0.0050013644357911,0.0824004725370691
0x5658f4b362e95c0bc32d5ce0051457882db92ee5,0.8061555675367836,0.0765525493597584,0.0173990605874265,0.0998928225160314
0x6697aeedc3eadbcfb25962c2045aedf438b4c1f2,0.762561781116265,0.1755526305637688,0.0548930356949362,0.0069925526250298
0x6a7becf86b56fb68c948cb0a9fe9961370079190,0.8983601665635964,0.0051018350463448,0.0397163195374778,0.0568216788525808
0xc8eba9130f40a0ea9be530407e5b4f7199118864,0.7896768004506254,0.0877969906968487,0.1058038503113451,0.0167223585411806
0x6e3556f2c8f29559ed67642a1813b177f1871613,0.8569351809532956,0.0873498820926826,0.0392502674401827,0.016464669513839
0x278a4bd5a8d09bcf11b1052ec3129a7efa75d213,0.8368665251868198,0.0279325034063588,0.0980350768357483,0.037165894571073
0x28ddb1f987f1d433eb82eef644b006741977f456,0.8352226982397879,0.0217464424911952,0.0411626482310957,0.1018682110379211
0xfcbc07905fee2d64025461b8ddb27f77f256827f,0.8088624146722981,0.0349396430139752,0.0826144651683549,0.0735834771453717
0xa587b5aa3ddf49559cde74140456bf65d716f30a,0.8336924718671795,0.0739344630991132,0.0819310619898246,0.0104420030438825
0x6120faa647cd26cd6b2c1df880eff537065c6815,0.8157314822930583,0.089741436056747,0.0293354214927602,0.0651916601574344
0x6d465d2081b799770d0ce7e755d8db1665903ffb,0.7680888897970527,0.0050690210833343,0.1297355293696726,0.0971065597499403
0x3b067af83f540cb827825a6ee5480441a4237e77,0.8165878752904538,0.1135854766301644,0.0097323381656042,0.0600943099137775
0x6a5cce4ac8b280ba789eb2e2bd3895b46133e5d4,0.7473539718809636,0.050563165230063,0.1798267645996603,0.0222560982893129
0x58e39293ec6ce3f4d49c9a44bb76bd3e9b300130,0.7459108806807807,0.0989473917883372,0.0834175713941026,0.0717241561367794
